algorithm,access_pattern,cores,runtime[s]
parallel_two_lattice_framework,collision,64,5.207186
parallel_two_lattice_framework,collision,128,4.409273
parallel_two_lattice_framework,stream,2,65.359640
parallel_two_lattice_framework,stream,4,33.308607
parallel_two_lattice_framework,stream,8,17.812187
parallel_two_lattice_framework,stream,16,9.760455
parallel_two_lattice_framework,stream,32,6.230235
parallel_two_lattice_framework,stream,64,5.111355
parallel_two_lattice_framework,stream,128,4.429982
parallel_two_lattice_framework,bundle,2,63.800583
parallel_two_lattice_framework,bundle,4,33.457531
parallel_two_lattice_framework,bundle,8,17.823470
parallel_two_lattice_framework,bundle,16,9.839991
parallel_two_lattice_framework,bundle,32,6.182729
parallel_two_lattice_framework,bundle,64,5.162128
parallel_two_lattice_framework,bundle,128,4.459088
parallel_two_step,collision,2,62.873635
parallel_two_step,collision,4,32.543138
parallel_two_step,collision,8,17.930533
parallel_two_step,collision,16,9.778947
parallel_two_step,collision,32,7.258658
parallel_two_step,collision,64,5.154156
parallel_two_step,collision,128,4.549916
parallel_two_step,stream,2,63.806697
parallel_two_step,stream,4,32.741416
parallel_two_step,stream,8,18.664007
parallel_two_step,stream,16,9.690331
parallel_two_step,stream,32,6.091916
parallel_two_step,stream,64,5.220861
parallel_two_step,stream,128,4.630957
parallel_two_step,bundle,2,63.912857
parallel_two_step,bundle,4,33.060177
parallel_two_step,bundle,8,17.694135
parallel_two_step,bundle,16,9.749270
parallel_two_step,bundle,32,6.163684
parallel_two_step,bundle,64,5.199396
parallel_two_step,bundle,128,4.499853
parallel_swap,collision,2,66.140762
parallel_swap,collision,4,34.034609
parallel_swap,collision,8,18.305027
parallel_swap,collision,16,10.254948
parallel_swap,collision,32,6.568923
parallel_swap,collision,64,5.571351
parallel_swap,collision,128,4.824060
parallel_swap,stream,2,64.898121
parallel_swap,stream,4,33.730597
parallel_swap,stream,8,19.603892
parallel_swap,stream,16,10.211778
parallel_swap,stream,32,6.565106
parallel_swap,stream,64,5.576848
parallel_swap,stream,128,4.906550
parallel_swap,bundle,2,66.150761
parallel_swap,bundle,4,34.295149
parallel_swap,bundle,8,18.208088
parallel_swap,bundle,16,10.303719
parallel_swap,bundle,32,6.568386
parallel_swap,bundle,64,5.621893
parallel_swap,bundle,128,4.938503
parallel_shift,collision,2,61.816452
parallel_shift,collision,4,32.176970
parallel_shift,collision,8,17.418065
parallel_shift,collision,16,10.383688
parallel_shift,collision,32,5.809868
parallel_shift,collision,64,5.289254
parallel_shift,collision,128,4.016412
parallel_shift,stream,2,62.352173
parallel_shift,stream,4,32.600839
parallel_shift,stream,8,17.254879
parallel_shift,stream,16,9.865962
parallel_shift,stream,32,5.935609
parallel_shift,stream,64,4.762662
parallel_shift,stream,128,3.979865
parallel_shift,bundle,2,63.357562
parallel_shift,bundle,4,32.774312
parallel_shift,bundle,8,17.242779
parallel_shift,bundle,16,9.890791
parallel_shift,bundle,32,5.805644
parallel_shift,bundle,64,5.288796
parallel_shift,bundle,128,3.987815
parallel_two_lattice,collision,2,64.579938
parallel_two_lattice,collision,4,33.087477
parallel_two_lattice,collision,8,18.255477
parallel_two_lattice,collision,16,9.778586
parallel_two_lattice,collision,32,6.008752
parallel_two_lattice,collision,64,4.759241
parallel_two_lattice,collision,128,3.638155
parallel_two_lattice,stream,2,65.384288
parallel_two_lattice,stream,4,33.121345
parallel_two_lattice,stream,8,17.434140
parallel_two_lattice,stream,16,9.800457
parallel_two_lattice,stream,32,5.953033
parallel_two_lattice,stream,64,4.789186
parallel_two_lattice,stream,128,3.608946
parallel_two_lattice,bundle,2,63.702023
parallel_two_lattice,bundle,4,33.118407
parallel_two_lattice,bundle,8,17.783224
parallel_two_lattice,bundle,16,9.743846
parallel_two_lattice,bundle,32,6.119570
parallel_two_lattice,bundle,64,4.788681
parallel_two_lattice,bundle,128,3.631294
parallel_two_lattice_framework,collision,2,65.130594
parallel_two_lattice_framework,collision,4,33.092503
parallel_two_lattice_framework,collision,8,17.528747
parallel_two_lattice_framework,collision,16,10.304645
parallel_two_lattice_framework,collision,32,6.393885
parallel_two_lattice_framework,collision,64,5.159667
parallel_two_lattice_framework,collision,128,4.368040
parallel_two_lattice_framework,stream,2,65.489548
parallel_two_lattice_framework,stream,4,33.025985
parallel_two_lattice_framework,stream,8,17.560851
parallel_two_lattice_framework,stream,16,9.976591
parallel_two_lattice_framework,stream,32,7.259612
parallel_two_lattice_framework,stream,64,5.227740
parallel_two_lattice_framework,stream,128,4.429252
parallel_two_lattice_framework,bundle,2,63.762219
parallel_two_lattice_framework,bundle,4,33.536450
parallel_two_lattice_framework,bundle,8,17.965895
parallel_two_lattice_framework,bundle,16,10.359051
parallel_two_lattice_framework,bundle,32,6.308698
parallel_two_lattice_framework,bundle,64,5.155632
parallel_two_lattice_framework,bundle,128,4.394189
parallel_two_step,collision,2,64.167229
parallel_two_step,collision,4,32.716606
parallel_two_step,collision,8,17.275886
parallel_two_step,collision,16,9.680626
parallel_two_step,collision,32,6.109664
parallel_two_step,collision,64,5.198855
parallel_two_step,collision,128,4.480767
parallel_two_step,stream,2,62.453639
parallel_two_step,stream,4,32.084625
parallel_two_step,stream,8,19.538126
parallel_two_step,stream,16,9.758216
parallel_two_step,stream,32,6.164168
parallel_two_step,stream,64,5.253491
parallel_two_step,stream,128,4.560930
parallel_two_step,bundle,2,64.072935
parallel_two_step,bundle,4,32.137877
parallel_two_step,bundle,8,17.683880
parallel_two_step,bundle,16,9.723587
parallel_two_step,bundle,32,6.044165
parallel_two_step,bundle,64,5.245951
parallel_two_step,bundle,128,4.522116
parallel_swap,collision,2,65.687059
parallel_swap,collision,4,33.829738
parallel_swap,collision,8,19.237893
parallel_swap,collision,16,10.885916
parallel_swap,collision,32,6.622078
parallel_swap,collision,64,5.553564
parallel_swap,collision,128,4.858021
parallel_swap,stream,2,66.196791
parallel_swap,stream,4,33.545785
parallel_swap,stream,8,18.451602
parallel_swap,stream,16,10.962189
parallel_swap,stream,32,6.639611
parallel_swap,stream,64,5.568619
parallel_swap,stream,128,4.869927
parallel_swap,bundle,2,66.463438
parallel_swap,bundle,4,33.613921
parallel_swap,bundle,8,19.544419
parallel_swap,bundle,16,10.216176
parallel_swap,bundle,32,6.759534
parallel_swap,bundle,64,5.537410
parallel_swap,bundle,128,4.900743
parallel_shift,collision,2,62.089559
parallel_shift,collision,4,31.685681
parallel_shift,collision,8,17.127347
parallel_shift,collision,16,10.136197
parallel_shift,collision,32,5.804558
parallel_shift,collision,64,5.255106
parallel_shift,collision,128,3.974626
parallel_shift,stream,2,62.573135
parallel_shift,stream,4,32.417620
parallel_shift,stream,8,17.206071
parallel_shift,stream,16,10.208321
parallel_shift,stream,32,5.793622
parallel_shift,stream,64,4.737033
parallel_shift,stream,128,3.982537
parallel_shift,bundle,2,62.945798
parallel_shift,bundle,4,32.208879
parallel_shift,bundle,8,17.145734
parallel_shift,bundle,16,9.552076
parallel_shift,bundle,32,5.852768
parallel_shift,bundle,64,5.270071
parallel_shift,bundle,128,4.001300
parallel_two_lattice,collision,2,63.530759
parallel_two_lattice,collision,4,33.209334
parallel_two_lattice,collision,8,17.665366
parallel_two_lattice,collision,16,10.141561
parallel_two_lattice,collision,32,5.990290
parallel_two_lattice,collision,64,4.682752
parallel_two_lattice,collision,128,3.626258
parallel_two_lattice,stream,2,64.140001
parallel_two_lattice,stream,4,33.108564
parallel_two_lattice,stream,8,17.425521
parallel_two_lattice,stream,16,9.668859
parallel_two_lattice,stream,32,6.022144
parallel_two_lattice,stream,64,4.807667
parallel_two_lattice,stream,128,3.617073
parallel_two_lattice,bundle,2,64.272125
parallel_two_lattice,bundle,4,32.838144
parallel_two_lattice,bundle,8,17.547903
parallel_two_lattice,bundle,16,10.157187
parallel_two_lattice,bundle,32,5.944535
parallel_two_lattice,bundle,64,4.827633
parallel_two_lattice,bundle,128,3.631123
parallel_two_lattice_framework,collision,2,64.104080
parallel_two_lattice_framework,collision,4,33.345953
parallel_two_lattice_framework,collision,8,17.691667
parallel_two_lattice_framework,collision,16,10.502447
parallel_two_lattice_framework,collision,32,6.242183
parallel_two_lattice_framework,collision,64,5.219168
parallel_two_lattice_framework,collision,128,4.491229
parallel_two_lattice_framework,stream,2,65.376481
parallel_two_lattice_framework,stream,4,32.824285
parallel_two_lattice_framework,stream,8,17.674318
parallel_two_lattice_framework,stream,16,10.928628
parallel_two_lattice_framework,stream,32,6.270975
parallel_two_lattice_framework,stream,64,5.193481
parallel_two_lattice_framework,stream,128,4.473106
parallel_two_lattice_framework,bundle,2,63.755474
parallel_two_lattice_framework,bundle,4,33.113222
parallel_two_lattice_framework,bundle,8,17.569533
parallel_two_lattice_framework,bundle,16,9.802634
parallel_two_lattice_framework,bundle,32,6.236478
parallel_two_lattice_framework,bundle,64,5.238464
parallel_two_lattice_framework,bundle,128,4.478560
parallel_two_step,collision,2,62.899975
parallel_two_step,collision,4,32.817601
parallel_two_step,collision,8,17.435752
parallel_two_step,collision,16,9.691729
parallel_two_step,collision,32,6.024892
parallel_two_step,collision,64,5.276791
parallel_two_step,collision,128,4.542091
parallel_two_step,stream,2,62.498714
parallel_two_step,stream,4,32.561373
parallel_two_step,stream,8,17.513778
parallel_two_step,stream,16,10.005780
parallel_two_step,stream,32,6.258476
parallel_two_step,stream,64,5.250319
parallel_two_step,stream,128,4.561883
parallel_two_step,bundle,2,63.454125
parallel_two_step,bundle,4,32.506834
parallel_two_step,bundle,8,17.479817
parallel_two_step,bundle,16,10.130486
parallel_two_step,bundle,32,6.028479
parallel_two_step,bundle,64,5.201909
parallel_two_step,bundle,128,4.505308
parallel_swap,collision,2,65.830279
parallel_swap,collision,4,33.908622
parallel_swap,collision,8,18.120204
parallel_swap,collision,16,10.378120
parallel_swap,collision,32,6.569001
parallel_swap,collision,64,5.495493
parallel_swap,collision,128,4.876276
parallel_swap,stream,2,66.217538
parallel_swap,stream,4,33.530704
parallel_swap,stream,8,18.866878
parallel_swap,stream,16,10.890551
parallel_swap,stream,32,6.604732
parallel_swap,stream,64,5.566966
parallel_swap,stream,128,4.893274
parallel_swap,bundle,2,66.029221
parallel_swap,bundle,4,33.505731
parallel_swap,bundle,8,18.406777
parallel_swap,bundle,16,10.376383
parallel_swap,bundle,32,6.561735
parallel_swap,bundle,64,5.503058
parallel_swap,bundle,128,4.870319
parallel_shift,collision,2,61.836884
parallel_shift,collision,4,32.053841
parallel_shift,collision,8,17.122971
parallel_shift,collision,16,9.974089
parallel_shift,collision,32,5.802506
parallel_shift,collision,64,4.796261
parallel_shift,collision,128,4.033315
parallel_shift,stream,2,63.251494
parallel_shift,stream,4,32.835830
parallel_shift,stream,8,17.159402
parallel_shift,stream,16,9.402618
parallel_shift,stream,32,5.736427
parallel_shift,stream,64,4.801627
parallel_shift,stream,128,4.041093
parallel_shift,bundle,2,63.585070
parallel_shift,bundle,4,32.093456
parallel_shift,bundle,8,17.467333
parallel_shift,bundle,16,10.053243
parallel_shift,bundle,32,5.852821
parallel_shift,bundle,64,4.833730
parallel_shift,bundle,128,3.964768
parallel_two_lattice,collision,2,63.609950
parallel_two_lattice,collision,4,33.176101
parallel_two_lattice,collision,8,17.768613
parallel_two_lattice,collision,16,9.817824
parallel_two_lattice,collision,32,6.231119
parallel_two_lattice,collision,64,4.741237
parallel_two_lattice,collision,128,3.608711
parallel_two_lattice,stream,2,64.893727
parallel_two_lattice,stream,4,33.173843
parallel_two_lattice,stream,8,18.044809
parallel_two_lattice,stream,16,9.766809
parallel_two_lattice,stream,32,6.242384
parallel_two_lattice,stream,64,4.769982
parallel_two_lattice,stream,128,3.617333
parallel_two_lattice,bundle,2,64.806332
parallel_two_lattice,bundle,4,33.284938
parallel_two_lattice,bundle,8,17.674913
parallel_two_lattice,bundle,16,10.187015
parallel_two_lattice,bundle,32,6.084367
parallel_two_lattice,bundle,64,4.762028
parallel_two_lattice,bundle,128,3.616687
parallel_two_lattice_framework,collision,2,64.375171
parallel_two_lattice_framework,collision,4,33.131869
parallel_two_lattice_framework,collision,8,17.552205
parallel_two_lattice_framework,collision,16,10.447159
parallel_two_lattice_framework,collision,32,6.239187
parallel_two_lattice_framework,collision,64,5.111532
parallel_two_lattice_framework,collision,128,4.405158
parallel_two_lattice_framework,stream,2,65.186816
parallel_two_lattice_framework,stream,4,33.216211
parallel_two_lattice_framework,stream,8,17.942522
parallel_two_lattice_framework,stream,16,9.940144
parallel_two_lattice_framework,stream,32,6.259023
parallel_two_lattice_framework,stream,64,5.233607
parallel_two_lattice_framework,stream,128,4.436646
parallel_two_lattice_framework,bundle,2,64.449285
parallel_two_lattice_framework,bundle,4,33.390023
parallel_two_lattice_framework,bundle,8,17.568415
parallel_two_lattice_framework,bundle,16,10.505201
parallel_two_lattice_framework,bundle,32,6.155771
parallel_two_lattice_framework,bundle,64,5.176551
parallel_two_lattice_framework,bundle,128,4.499179
parallel_two_step,collision,2,64.057813
parallel_two_step,collision,4,32.941143
parallel_two_step,collision,8,18.310048
parallel_two_step,collision,16,10.327901
parallel_two_step,collision,32,6.180283
parallel_two_step,collision,64,5.158063
parallel_two_step,collision,128,4.565787
parallel_two_step,stream,2,63.543354
parallel_two_step,stream,4,32.726790
parallel_two_step,stream,8,17.510257
parallel_two_step,stream,16,9.752018
parallel_two_step,stream,32,6.148776
parallel_two_step,stream,64,5.290161
parallel_two_step,stream,128,4.566311
parallel_two_step,bundle,2,62.866300
parallel_two_step,bundle,4,32.967721
parallel_two_step,bundle,8,18.271004
parallel_two_step,bundle,16,10.035796
parallel_two_step,bundle,32,6.177331
parallel_two_step,bundle,64,5.159263
parallel_two_step,bundle,128,4.599612
parallel_swap,collision,2,66.122167
parallel_swap,collision,4,33.828152
parallel_swap,collision,8,18.421619
parallel_swap,collision,16,10.351282
parallel_swap,collision,32,6.853822
parallel_swap,collision,64,5.474160
parallel_swap,collision,128,4.879335
parallel_swap,stream,2,66.047496
parallel_swap,stream,4,33.734234
parallel_swap,stream,8,18.249959
parallel_swap,stream,16,10.194147
parallel_swap,stream,32,6.574880
parallel_swap,stream,64,5.594384
parallel_swap,stream,128,4.929564
parallel_swap,bundle,2,66.077381
parallel_swap,bundle,4,34.325134
parallel_swap,bundle,8,19.336305
parallel_swap,bundle,16,11.261083
parallel_swap,bundle,32,6.750783
parallel_swap,bundle,64,5.504959
parallel_swap,bundle,128,4.785761
parallel_shift,collision,2,61.696886
parallel_shift,collision,4,31.707944
parallel_shift,collision,8,17.260788
parallel_shift,collision,16,9.518540
parallel_shift,collision,32,5.890708
parallel_shift,collision,64,5.276398
parallel_shift,collision,128,3.970010
parallel_shift,stream,2,64.276857
parallel_shift,stream,4,32.581812
parallel_shift,stream,8,17.478553
parallel_shift,stream,16,9.580769
parallel_shift,stream,32,5.844056
parallel_shift,stream,64,4.836696
parallel_shift,stream,128,4.060701
parallel_shift,bundle,2,63.996388
parallel_shift,bundle,4,32.820177
parallel_shift,bundle,8,17.258090
parallel_shift,bundle,16,9.761941
parallel_shift,bundle,32,5.786679
parallel_shift,bundle,64,4.804776
parallel_shift,bundle,128,3.921919
parallel_two_lattice,collision,2,64.086654
parallel_two_lattice,collision,4,33.142173
parallel_two_lattice,collision,8,17.337134
parallel_two_lattice,collision,16,9.756865
parallel_two_lattice,collision,32,6.013128
parallel_two_lattice,collision,64,4.774227
parallel_two_lattice,collision,128,3.613197
parallel_two_lattice,stream,2,65.051765
parallel_two_lattice,stream,4,33.080389
parallel_two_lattice,stream,8,17.877090
parallel_two_lattice,stream,16,10.396867
parallel_two_lattice,stream,32,6.462907
parallel_two_lattice,stream,64,4.771196
parallel_two_lattice,stream,128,3.610168
parallel_two_lattice,bundle,2,64.615165
parallel_two_lattice,bundle,4,33.273228
parallel_two_lattice,bundle,8,17.881231
parallel_two_lattice,bundle,16,9.815268
parallel_two_lattice,bundle,32,6.098932
parallel_two_lattice,bundle,64,4.750059
parallel_two_lattice,bundle,128,3.605181
parallel_two_lattice_framework,collision,2,64.454082
parallel_two_lattice_framework,collision,4,33.257906
parallel_two_lattice_framework,collision,8,17.765321
parallel_two_lattice_framework,collision,16,11.462490
parallel_two_lattice_framework,collision,32,6.323009
parallel_two_lattice_framework,collision,64,5.149588
parallel_two_lattice_framework,collision,128,4.476339
parallel_two_lattice_framework,stream,2,63.961253
parallel_two_lattice_framework,stream,4,32.896061
parallel_two_lattice_framework,stream,8,17.856864
parallel_two_lattice_framework,stream,16,9.872544
parallel_two_lattice_framework,stream,32,6.313740
parallel_two_lattice_framework,stream,64,5.121109
parallel_two_lattice_framework,stream,128,4.464078
parallel_two_lattice_framework,bundle,2,64.777423
parallel_two_lattice_framework,bundle,4,32.850798
parallel_two_lattice_framework,bundle,8,17.840376
parallel_two_lattice_framework,bundle,16,9.817821
parallel_two_lattice_framework,bundle,32,6.197490
parallel_two_lattice_framework,bundle,64,5.200223
parallel_two_lattice_framework,bundle,128,4.409023
parallel_two_step,collision,2,63.080751
parallel_two_step,collision,4,32.019055
parallel_two_step,collision,8,17.460110
parallel_two_step,collision,16,10.246586
parallel_two_step,collision,32,6.162945
parallel_two_step,collision,64,5.226438
parallel_two_step,collision,128,4.511146
parallel_two_step,stream,2,63.146268
parallel_two_step,stream,4,32.453829
parallel_two_step,stream,8,17.182390
parallel_two_step,stream,16,9.825717
parallel_two_step,stream,32,6.109852
parallel_two_step,stream,64,5.295105
parallel_two_step,stream,128,4.523481
parallel_two_step,bundle,2,63.725822
parallel_two_step,bundle,4,32.901137
parallel_two_step,bundle,8,17.717665
parallel_two_step,bundle,16,10.293288
parallel_two_step,bundle,32,6.191458
parallel_two_step,bundle,64,5.196611
parallel_two_step,bundle,128,4.547087
parallel_swap,collision,2,65.341131
parallel_swap,collision,4,33.889862
parallel_swap,collision,8,18.366175
parallel_swap,collision,16,10.275864
parallel_swap,collision,32,6.552806
parallel_swap,collision,64,5.541811
parallel_swap,collision,128,4.875365
parallel_swap,stream,2,64.888309
parallel_swap,stream,4,33.539947
parallel_swap,stream,8,18.310198
parallel_swap,stream,16,10.237623
parallel_swap,stream,32,6.571588
parallel_swap,stream,64,5.515153
parallel_swap,stream,128,4.870128
parallel_swap,bundle,2,66.430913
parallel_swap,bundle,4,34.162848
parallel_swap,bundle,8,18.573080
parallel_swap,bundle,16,10.455687
parallel_swap,bundle,32,6.616262
parallel_swap,bundle,64,5.534023
parallel_swap,bundle,128,4.803689
parallel_shift,collision,2,62.892455
parallel_shift,collision,4,32.371451
parallel_shift,collision,8,18.130688
parallel_shift,collision,16,9.306467
parallel_shift,collision,32,5.810335
parallel_shift,collision,64,4.799166
parallel_shift,collision,128,3.945939
parallel_shift,stream,2,62.129502
parallel_shift,stream,4,32.337045
parallel_shift,stream,8,17.285051
parallel_shift,stream,16,9.958394
parallel_shift,stream,32,5.813309
parallel_shift,stream,64,5.286782
parallel_shift,stream,128,3.995196
parallel_shift,bundle,2,63.470634
parallel_shift,bundle,4,32.724467
parallel_shift,bundle,8,17.445417
parallel_shift,bundle,16,9.999588
parallel_shift,bundle,32,5.830514
parallel_shift,bundle,64,4.804859
parallel_shift,bundle,128,4.000953
parallel_two_lattice,collision,2,64.753137
parallel_two_lattice,collision,4,32.840907
parallel_two_lattice,collision,8,17.956801
parallel_two_lattice,collision,16,9.787775
parallel_two_lattice,collision,32,5.951224
parallel_two_lattice,collision,64,4.811893
parallel_two_lattice,collision,128,3.648872
parallel_two_lattice,stream,2,64.633728
parallel_two_lattice,stream,4,33.217792
parallel_two_lattice,stream,8,17.509797
parallel_two_lattice,stream,16,10.103103
parallel_two_lattice,stream,32,6.137056
parallel_two_lattice,stream,64,4.788043
parallel_two_lattice,stream,128,3.641910
parallel_two_lattice,bundle,2,64.479498
parallel_two_lattice,bundle,4,33.530869
parallel_two_lattice,bundle,8,17.993881
parallel_two_lattice,bundle,16,9.668264
parallel_two_lattice,bundle,32,6.242471
parallel_two_lattice,bundle,64,4.781441
parallel_two_lattice,bundle,128,3.616021
parallel_two_lattice_framework,collision,2,64.271533
parallel_two_lattice_framework,collision,4,33.276253
parallel_two_lattice_framework,collision,8,17.643976
parallel_two_lattice_framework,collision,16,9.938472
parallel_two_lattice_framework,collision,32,6.223453
parallel_two_lattice_framework,collision,64,5.155593
parallel_two_lattice_framework,collision,128,4.455174
parallel_two_lattice_framework,stream,2,65.131947
parallel_two_lattice_framework,stream,4,32.928477
parallel_two_lattice_framework,stream,8,18.470285
parallel_two_lattice_framework,stream,16,10.207112
parallel_two_lattice_framework,stream,32,7.231686
parallel_two_lattice_framework,stream,64,5.143107
parallel_two_lattice_framework,stream,128,4.438020
parallel_two_lattice_framework,bundle,2,65.379231
parallel_two_lattice_framework,bundle,4,33.056523
parallel_two_lattice_framework,bundle,8,17.811924
parallel_two_lattice_framework,bundle,16,10.968688
parallel_two_lattice_framework,bundle,32,6.299266
parallel_two_lattice_framework,bundle,64,5.147864
parallel_two_lattice_framework,bundle,128,4.501103
parallel_two_step,collision,2,62.931963
parallel_two_step,collision,4,32.678759
parallel_two_step,collision,8,17.441399
parallel_two_step,collision,16,10.255333
parallel_two_step,collision,32,6.084489
parallel_two_step,collision,64,5.187935
parallel_two_step,collision,128,4.498356
parallel_two_step,stream,2,62.293300
parallel_two_step,stream,4,32.710142
parallel_two_step,stream,8,17.241568
parallel_two_step,stream,16,10.264995
parallel_two_step,stream,32,6.208018
parallel_two_step,stream,64,5.231131
parallel_two_step,stream,128,4.536021
parallel_two_step,bundle,2,62.485504
parallel_two_step,bundle,4,32.826327
parallel_two_step,bundle,8,17.545762
parallel_two_step,bundle,16,9.795132
parallel_two_step,bundle,32,6.172410
parallel_two_step,bundle,64,5.179413
parallel_two_step,bundle,128,4.529247
parallel_swap,collision,2,64.799682
parallel_swap,collision,4,34.085603
parallel_swap,collision,8,18.191942
parallel_swap,collision,16,10.522796
parallel_swap,collision,32,6.680357
parallel_swap,collision,64,5.573704
parallel_swap,collision,128,4.881379
parallel_swap,stream,2,64.670529
parallel_swap,stream,4,34.061321
parallel_swap,stream,8,19.878525
parallel_swap,stream,16,10.447751
parallel_swap,stream,32,6.612607
parallel_swap,stream,64,5.542954
parallel_swap,stream,128,4.879696
parallel_swap,bundle,2,65.337525
parallel_swap,bundle,4,34.164687
parallel_swap,bundle,8,18.496147
parallel_swap,bundle,16,10.321014
parallel_swap,bundle,32,6.839259
parallel_swap,bundle,64,5.530323
parallel_swap,bundle,128,4.862576
parallel_shift,collision,2,63.738112
parallel_shift,collision,4,31.972762
